name_state,DTNASC,metrica,valor
Rondônia,2014,Máximo,84.2
Roraima,2014,Mínimo,22.8
Roraima,2014,25 percentil,26.725
Roraima,2014,Mediana,36.65
Roraima,2014,75 percentil,55.9
Roraima,2014,Máximo,66.7
Santa Catarina,2014,Mínimo,51.4
Santa Catarina,2014,25 percentil,69.2
Santa Catarina,2014,Mediana,75.65
Santa Catarina,2014,75 percentil,80.875
Santa Catarina,2014,Máximo,91.7
Sergipe,2014,Mínimo,37.4
Sergipe,2014,25 percentil,53.925
Sergipe,2014,Mediana,59.8
Sergipe,2014,75 percentil,64.325
Sergipe,2014,Máximo,76
São Paulo,2014,Mínimo,56.5
São Paulo,2014,25 percentil,73.525
São Paulo,2014,Mediana,78.8
São Paulo,2014,75 percentil,82.975
São Paulo,2014,Máximo,96.5
Tocantins,2014,Mínimo,38.1
Tocantins,2014,25 percentil,53.7
Tocantins,2014,Mediana,63.1
Tocantins,2014,75 percentil,67.2
Tocantins,2014,Máximo,79.8
Acre,2015,Mínimo,20.5
Acre,2015,25 percentil,34.575
Acre,2015,Mediana,42.35
Acre,2015,75 percentil,53.325
Acre,2015,Máximo,61.2
Alagoas,2015,Mínimo,39.5
Alagoas,2015,25 percentil,59.6
Alagoas,2015,Mediana,64.8
Alagoas,2015,75 percentil,69
Alagoas,2015,Máximo,79.8
Amapá,2015,Mínimo,30.2
Amapá,2015,25 percentil,35.8
Amapá,2015,Mediana,41.9
Amapá,2015,75 percentil,43.7
Amapá,2015,Máximo,46
Amazonas,2015,Mínimo,22.1
Amazonas,2015,25 percentil,37.55
Amazonas,2015,Mediana,46.1
Amazonas,2015,75 percentil,53.55
Amazonas,2015,Máximo,72.6
Bahia,2015,Mínimo,37.7
Bahia,2015,25 percentil,55.2
Bahia,2015,Mediana,62
Bahia,2015,75 percentil,67.5
Bahia,2015,Máximo,88.7
Ceará,2015,Mínimo,55.2
Ceará,2015,25 percentil,70.8
Ceará,2015,Mediana,75.1
Ceará,2015,75 percentil,79.55
Ceará,2015,Máximo,95.4
Distrito Federal,2015,Mínimo,73.1
Distrito Federal,2015,25 percentil,73.1
Distrito Federal,2015,Mediana,73.1
Distrito Federal,2015,75 percentil,73.1
Distrito Federal,2015,Máximo,73.1
Espírito Santo,2015,Mínimo,56.5
Espírito Santo,2015,25 percentil,69.375
Espírito Santo,2015,Mediana,74.9
Espírito Santo,2015,75 percentil,80.825
Espírito Santo,2015,Máximo,96.7
Goiás,2015,Mínimo,50.4
Goiás,2015,25 percentil,68.025
Goiás,2015,Mediana,73.3
Goiás,2015,75 percentil,77.825
Goiás,2015,Máximo,93.1
Maranhão,2015,Mínimo,19.8
Maranhão,2015,25 percentil,40.7
Maranhão,2015,Mediana,50.4
Maranhão,2015,75 percentil,58.375
Maranhão,2015,Máximo,89.3
Mato Grosso,2015,Mínimo,47.4
Mato Grosso,2015,25 percentil,67.2
Mato Grosso,2015,Mediana,72.2
Mato Grosso,2015,75 percentil,78.1
Mato Grosso,2015,Máximo,91.1
Mato Grosso do Sul,2015,Mínimo,37.6
Mato Grosso do Sul,2015,25 percentil,58.5
Mato Grosso do Sul,2015,Mediana,67.4
Mato Grosso do Sul,2015,75 percentil,74
Mato Grosso do Sul,2015,Máximo,85.3
Minas Gerais,2015,Mínimo,52.4
Minas Gerais,2015,25 percentil,73.3
Minas Gerais,2015,Mediana,78.5
Minas Gerais,2015,75 percentil,83
Minas Gerais,2015,Máximo,96.3
Paraná,2015,Mínimo,45.9
Paraná,2015,25 percentil,76.8
Paraná,2015,Mediana,81.2
Paraná,2015,75 percentil,86
Paraná,2015,Máximo,96
Paraíba,2015,Mínimo,51.2
Paraíba,2015,25 percentil,69.05
Paraíba,2015,Mediana,75.2
Paraíba,2015,75 percentil,78.8
Paraíba,2015,Máximo,89.3
Pará,2015,Mínimo,21.1
Pará,2015,25 percentil,41.7
Pará,2015,Mediana,49.8
Pará,2015,75 percentil,57.25
Pará,2015,Máximo,76.6
Pernambuco,2015,Mínimo,49.5
Pernambuco,2015,25 percentil,63.9
Pernambuco,2015,Mediana,69.7
Pernambuco,2015,75 percentil,75.1
Pernambuco,2015,Máximo,86.4
Piauí,2015,Mínimo,45.5
Piauí,2015,25 percentil,56.8
Piauí,2015,Mediana,65.8
Piauí,2015,75 percentil,71.5
Piauí,2015,Máximo,87
Rio Grande do Norte,2015,Mínimo,40.9
Rio Grande do Norte,2015,25 percentil,64.3
Rio Grande do Norte,2015,Mediana,68.3
Rio Grande do Norte,2015,75 percentil,74.1
Rio Grande do Norte,2015,Máximo,93
Rio Grande do Sul,2015,Mínimo,51.9
Rio Grande do Sul,2015,25 percentil,69.7
Rio Grande do Sul,2015,Mediana,75.4
Rio Grande do Sul,2015,75 percentil,80.9
Rio Grande do Sul,2015,Máximo,92.7
Rio de Janeiro,2015,Mínimo,51.6
Rio de Janeiro,2015,25 percentil,66.2
Rio de Janeiro,2015,Mediana,72.2
Rio de Janeiro,2015,75 percentil,76.5
Rio de Janeiro,2015,Máximo,85.1
Rondônia,2015,Mínimo,56.2
Rondônia,2015,25 percentil,69.4
Rondônia,2015,Mediana,74.4
Rondônia,2015,75 percentil,77.9
Rondônia,2015,Máximo,83.8
Roraima,2015,Mínimo,22.9
Roraima,2015,25 percentil,31
Roraima,2015,Mediana,40.85
Roraima,2015,75 percentil,55.8
Roraima,2015,Máximo,69.2
Santa Catarina,2015,Mínimo,45.2
Santa Catarina,2015,25 percentil,71.2
Santa Catarina,2015,Mediana,75.9
Santa Catarina,2015,75 percentil,80.5
Santa Catarina,2015,Máximo,90.5
Sergipe,2015,Mínimo,39.9
Sergipe,2015,25 percentil,58.7
Sergipe,2015,Mediana,62.8
Sergipe,2015,75 percentil,67.4
Sergipe,2015,Máximo,81.5
São Paulo,2015,Mínimo,55.2
São Paulo,2015,25 percentil,75.4
São Paulo,2015,Mediana,79.9
São Paulo,2015,75 percentil,83.7
São Paulo,2015,Máximo,94.4
Tocantins,2015,Mínimo,48.6
Tocantins,2015,25 percentil,57.7
Tocantins,2015,Mediana,63.8
Tocantins,2015,75 percentil,67.9
Tocantins,2015,Máximo,77.7
Acre,2016,Mínimo,21.9
Acre,2016,25 percentil,44.2
Acre,2016,Mediana,49.6
Acre,2016,75 percentil,55.4
Acre,2016,Máximo,61.6
Alagoas,2016,Mínimo,38.9
Alagoas,2016,25 percentil,59.25
Alagoas,2016,Mediana,64.2
Alagoas,2016,75 percentil,69.6
Alagoas,2016,Máximo,80
Amapá,2016,Mínimo,30.1
Amapá,2016,25 percentil,36.9
Amapá,2016,Mediana,39.45
Amapá,2016,75 percentil,42.3
Amapá,2016,Máximo,45
Amazonas,2016,Mínimo,21.8
Amazonas,2016,25 percentil,40.2
Amazonas,2016,Mediana,46.5
Amazonas,2016,75 percentil,53
Amazonas,2016,Máximo,70.4
Bahia,2016,Mínimo,38.1
Bahia,2016,25 percentil,57.4
Bahia,2016,Mediana,64
Bahia,2016,75 percentil,70.4
Bahia,2016,Máximo,87.9
Ceará,2016,Mínimo,50.9
Ceará,2016,25 percentil,71.175
Ceará,2016,Mediana,75.65
Ceará,2016,75 percentil,79.1
Ceará,2016,Máximo,96.8
Distrito Federal,2016,Mínimo,75
Distrito Federal,2016,25 percentil,75
Distrito Federal,2016,Mediana,75
Distrito Federal,2016,75 percentil,75
Distrito Federal,2016,Máximo,75
Espírito Santo,2016,Mínimo,59.2
Espírito Santo,2016,25 percentil,70
Espírito Santo,2016,Mediana,75.6
Espírito Santo,2016,75 percentil,81.4
Espírito Santo,2016,Máximo,93.4
Goiás,2016,Mínimo,49.6
Goiás,2016,25 percentil,69.05
Goiás,2016,Mediana,73.5
Goiás,2016,75 percentil,80.95
Goiás,2016,Máximo,96.9
Maranhão,2016,Mínimo,15.8
Maranhão,2016,25 percentil,42.425
Maranhão,2016,Mediana,50.4
Maranhão,2016,75 percentil,61.05
Maranhão,2016,Máximo,88.1
Mato Grosso,2016,Mínimo,52.2
Mato Grosso,2016,25 percentil,66.2
Mato Grosso,2016,Mediana,72.4
Mato Grosso,2016,75 percentil,78
Mato Grosso,2016,Máximo,92.1
Mato Grosso do Sul,2016,Mínimo,34.4
Mato Grosso do Sul,2016,25 percentil,54.7
Mato Grosso do Sul,2016,Mediana,66.5
Mato Grosso do Sul,2016,75 percentil,76.6
Mato Grosso do Sul,2016,Máximo,85.6
Minas Gerais,2016,Mínimo,32.6
Minas Gerais,2016,25 percentil,73.8
Minas Gerais,2016,Mediana,78.45
Minas Gerais,2016,75 percentil,82.825
Minas Gerais,2016,Máximo,96.4
Paraná,2016,Mínimo,58.3
Paraná,2016,25 percentil,77.1
Paraná,2016,Mediana,81.7
Paraná,2016,75 percentil,86.1
Paraná,2016,Máximo,98.1
Paraíba,2016,Mínimo,50.2
Paraíba,2016,25 percentil,69.8
Paraíba,2016,Mediana,75.3
Paraíba,2016,75 percentil,80.5
Paraíba,2016,Máximo,92.9
Pará,2016,Mínimo,13.4
Pará,2016,25 percentil,42
Pará,2016,Mediana,51.5
Pará,2016,75 percentil,58.6
Pará,2016,Máximo,76.6
Pernambuco,2016,Mínimo,47.6
Pernambuco,2016,25 percentil,64.55
Pernambuco,2016,Mediana,69.6
Pernambuco,2016,75 percentil,74.4
Pernambuco,2016,Máximo,90.8
Piauí,2016,Mínimo,44.6
Piauí,2016,25 percentil,58.475
Piauí,2016,Mediana,64.3
Piauí,2016,75 percentil,71.15
Piauí,2016,Máximo,85.4
Rio Grande do Norte,2016,Mínimo,48
Rio Grande do Norte,2016,25 percentil,63.25
Rio Grande do Norte,2016,Mediana,68.3
Rio Grande do Norte,2016,75 percentil,76
Rio Grande do Norte,2016,Máximo,93.5
Rio Grande do Sul,2016,Mínimo,52.6
Rio Grande do Sul,2016,25 percentil,70.9
Rio Grande do Sul,2016,Mediana,75.7
Rio Grande do Sul,2016,75 percentil,82.2
Rio Grande do Sul,2016,Máximo,96.2
Rio de Janeiro,2016,Mínimo,57.8
Rio de Janeiro,2016,25 percentil,66.325
Rio de Janeiro,2016,Mediana,72.3
Rio de Janeiro,2016,75 percentil,77
Rio de Janeiro,2016,Máximo,88.6
Rondônia,2016,Mínimo,47
Rondônia,2016,25 percentil,69.75
Rondônia,2016,Mediana,74.7
Rondônia,2016,75 percentil,79.45
Rondônia,2016,Máximo,91.3
Roraima,2016,Mínimo,24.1
Roraima,2016,25 percentil,27.6
Roraima,2016,Mediana,39.2
Roraima,2016,75 percentil,55.875
Roraima,2016,Máximo,64.3
Santa Catarina,2016,Mínimo,47.4
Santa Catarina,2016,25 percentil,71.9
Santa Catarina,2016,Mediana,76.8
Santa Catarina,2016,75 percentil,81.9
Santa Catarina,2016,Máximo,90.4
Sergipe,2016,Mínimo,39.6
Sergipe,2016,25 percentil,57.9
Sergipe,2016,Mediana,63.85
Sergipe,2016,75 percentil,68.55
Sergipe,2016,Máximo,84.2
São Paulo,2016,Mínimo,46.6
São Paulo,2016,25 percentil,76
São Paulo,2016,Mediana,80.25
São Paulo,2016,75 percentil,84.2
São Paulo,2016,Máximo,92
Tocantins,2016,Mínimo,46.7
Tocantins,2016,25 percentil,58.3
Tocantins,2016,Mediana,66.5
Tocantins,2016,75 percentil,71.65
Tocantins,2016,Máximo,78.7
Acre,2017,Mínimo,15.7
Acre,2017,25 percentil,42.6
Acre,2017,Mediana,49.3
Acre,2017,75 percentil,52.2
Acre,2017,Máximo,58.4
Alagoas,2017,Mínimo,39.3
Alagoas,2017,25 percentil,59.4
Alagoas,2017,Mediana,66.1
Alagoas,2017,75 percentil,69.85
Alagoas,2017,Máximo,81.5
Amapá,2017,Mínimo,27.2
Amapá,2017,25 percentil,33.2
Amapá,2017,Mediana,38.85
Amapá,2017,75 percentil,44.3
Amapá,2017,Máximo,47.9
Amazonas,2017,Mínimo,16.8
Amazonas,2017,25 percentil,39.625
Amazonas,2017,Mediana,48.05
Amazonas,2017,75 percentil,53.925
Amazonas,2017,Máximo,70.6
Bahia,2017,Mínimo,31.7
Bahia,2017,25 percentil,58.15
Bahia,2017,Mediana,64.2
Bahia,2017,75 percentil,69.625
Bahia,2017,Máximo,90.8
Ceará,2017,Mínimo,57.6
Ceará,2017,25 percentil,72.3
Ceará,2017,Mediana,76.1
Ceará,2017,75 percentil,80.5
Ceará,2017,Máximo,98.2
Distrito Federal,2017,Mínimo,74.6
Distrito Federal,2017,25 percentil,74.6
Distrito Federal,2017,Mediana,74.6
Distrito Federal,2017,75 percentil,74.6
Distrito Federal,2017,Máximo,74.6
Espírito Santo,2017,Mínimo,58.9
Espírito Santo,2017,25 percentil,72.05
Espírito Santo,2017,Mediana,76.6
Espírito Santo,2017,75 percentil,80.45
Espírito Santo,2017,Máximo,93.2
Goiás,2017,Mínimo,43.8
Goiás,2017,25 percentil,68.875
Goiás,2017,Mediana,75
Goiás,2017,75 percentil,80.675
Goiás,2017,Máximo,93.7
Maranhão,2017,Mínimo,16.9
Maranhão,2017,25 percentil,39.9
Maranhão,2017,Mediana,51
Maranhão,2017,75 percentil,60.7
Maranhão,2017,Máximo,86.5
Mato Grosso,2017,Mínimo,53.7
Mato Grosso,2017,25 percentil,67.8
Mato Grosso,2017,Mediana,74
Mato Grosso,2017,75 percentil,80.6
Mato Grosso,2017,Máximo,89.6
Mato Grosso do Sul,2017,Mínimo,38.3
Mato Grosso do Sul,2017,25 percentil,60
Mato Grosso do Sul,2017,Mediana,70.7
Mato Grosso do Sul,2017,75 percentil,73.7
Mato Grosso do Sul,2017,Máximo,85.7
Minas Gerais,2017,Mínimo,44.9
Minas Gerais,2017,25 percentil,74.2
Minas Gerais,2017,Mediana,80.2
Minas Gerais,2017,75 percentil,84.3
Minas Gerais,2017,Máximo,94.7
Paraná,2017,Mínimo,55.4
Paraná,2017,25 percentil,78
Paraná,2017,Mediana,82.5
Paraná,2017,75 percentil,86.7
Paraná,2017,Máximo,96.2
Paraíba,2017,Mínimo,56.3
Paraíba,2017,25 percentil,71.4
Paraíba,2017,Mediana,77.3
Paraíba,2017,75 percentil,81.1
Paraíba,2017,Máximo,90.5
Pará,2017,Mínimo,16.5
Pará,2017,25 percentil,42.7
Pará,2017,Mediana,49.8
Pará,2017,75 percentil,58.2
Pará,2017,Máximo,77.5
Pernambuco,2017,Mínimo,50.9
Pernambuco,2017,25 percentil,65.2
Pernambuco,2017,Mediana,70.7
Pernambuco,2017,75 percentil,76.4
Pernambuco,2017,Máximo,93.3
Piauí,2017,Mínimo,42.4
Piauí,2017,25 percentil,57.625
Piauí,2017,Mediana,62.7
Piauí,2017,75 percentil,69.725
Piauí,2017,Máximo,83.6
Rio Grande do Norte,2017,Mínimo,48.8
Rio Grande do Norte,2017,25 percentil,66.2
Rio Grande do Norte,2017,Mediana,72.2
Rio Grande do Norte,2017,75 percentil,77.5
Rio Grande do Norte,2017,Máximo,95
Rio Grande do Sul,2017,Mínimo,51.9
Rio Grande do Sul,2017,25 percentil,72.1
Rio Grande do Sul,2017,Mediana,77.4
Rio Grande do Sul,2017,75 percentil,83.1
Rio Grande do Sul,2017,Máximo,96.4
Rio de Janeiro,2017,Mínimo,54.3
Rio de Janeiro,2017,25 percentil,67.25
Rio de Janeiro,2017,Mediana,73.9
Rio de Janeiro,2017,75 percentil,79.1
Rio de Janeiro,2017,Máximo,90.5
Rondônia,2017,Mínimo,48.4
Rondônia,2017,25 percentil,74.85
Rondônia,2017,Mediana,77.45
Rondônia,2017,75 percentil,81.725
Rondônia,2017,Máximo,87.8
Roraima,2017,Mínimo,24.3
Roraima,2017,25 percentil,27.6
Roraima,2017,Mediana,45.6
Roraima,2017,75 percentil,53.15
Roraima,2017,Máximo,66.4
Santa Catarina,2017,Mínimo,45.5
Santa Catarina,2017,25 percentil,73.6
Santa Catarina,2017,Mediana,79.2
Santa Catarina,2017,75 percentil,82.8
Santa Catarina,2017,Máximo,92.6
Sergipe,2017,Mínimo,41.1
Sergipe,2017,25 percentil,60.1
Sergipe,2017,Mediana,65.4
Sergipe,2017,75 percentil,68.95
Sergipe,2017,Máximo,85.6
São Paulo,2017,Mínimo,51.8
São Paulo,2017,25 percentil,77.275
São Paulo,2017,Mediana,81.5
São Paulo,2017,75 percentil,85.3
São Paulo,2017,Máximo,94.5
Tocantins,2017,Mínimo,51.1
Tocantins,2017,25 percentil,60.7
Tocantins,2017,Mediana,69.3
Tocantins,2017,75 percentil,72.7
Tocantins,2017,Máximo,78.8
Acre,2018,Mínimo,18
Acre,2018,25 percentil,46.325
Acre,2018,Mediana,52.75
Acre,2018,75 percentil,59.6
Acre,2018,Máximo,68.1
Alagoas,2018,Mínimo,52.6
Alagoas,2018,25 percentil,66.675
Alagoas,2018,Mediana,72.5
Alagoas,2018,75 percentil,76.225
Alagoas,2018,Máximo,85.9
Amapá,2018,Mínimo,29.7
Amapá,2018,25 percentil,38.8
Amapá,2018,Mediana,43.3
Amapá,2018,75 percentil,47.575
Amapá,2018,Máximo,52.7
Amazonas,2018,Mínimo,24.4
Amazonas,2018,25 percentil,40.325
Amazonas,2018,Mediana,47.6
Amazonas,2018,75 percentil,56
Amazonas,2018,Máximo,77.8
Bahia,2018,Mínimo,36.1
Bahia,2018,25 percentil,63.1
Bahia,2018,Mediana,68.55
Bahia,2018,75 percentil,74.875
Bahia,2018,Máximo,89.1
Ceará,2018,Mínimo,50.3
Ceará,2018,25 percentil,75.05
Ceará,2018,Mediana,78.5
Ceará,2018,75 percentil,82.1
Ceará,2018,Máximo,96.3
Distrito Federal,2018,Mínimo,74
Distrito Federal,2018,25 percentil,74
Distrito Federal,2018,Mediana,74
Distrito Federal,2018,75 percentil,74
Distrito Federal,2018,Máximo,74
Espírito Santo,2018,Mínimo,58.2
Espírito Santo,2018,25 percentil,72.65
Espírito Santo,2018,Mediana,77.2
Espírito Santo,2018,75 percentil,82.95
Espírito Santo,2018,Máximo,93.7
Goiás,2018,Mínimo,48.7
Goiás,2018,25 percentil,71.5
Goiás,2018,Mediana,76.25
Goiás,2018,75 percentil,80
Goiás,2018,Máximo,91.5
Maranhão,2018,Mínimo,16.1
Maranhão,2018,25 percentil,44.8
Maranhão,2018,Mediana,55.45
Maranhão,2018,75 percentil,64.95
Maranhão,2018,Máximo,94
Mato Grosso,2018,Mínimo,39.8
Mato Grosso,2018,25 percentil,67.9
Mato Grosso,2018,Mediana,75.6
Mato Grosso,2018,75 percentil,80.75
Mato Grosso,2018,Máximo,89.6
Mato Grosso do Sul,2018,Mínimo,46.8
Mato Grosso do Sul,2018,25 percentil,64.5
Mato Grosso do Sul,2018,Mediana,72.9
Mato Grosso do Sul,2018,75 percentil,77.7
Mato Grosso do Sul,2018,Máximo,88.6
Minas Gerais,2018,Mínimo,52.2
Minas Gerais,2018,25 percentil,75.7
Minas Gerais,2018,Mediana,80.8
Minas Gerais,2018,75 percentil,84.45
Minas Gerais,2018,Máximo,94.9
Paraná,2018,Mínimo,56.5
Paraná,2018,25 percentil,79.3
Paraná,2018,Mediana,84.3
Paraná,2018,75 percentil,87.5
Paraná,2018,Máximo,95.4
Paraíba,2018,Mínimo,53.3
Paraíba,2018,25 percentil,70.55
Paraíba,2018,Mediana,78.6
Paraíba,2018,75 percentil,83.75
Paraíba,2018,Máximo,93.3
Pará,2018,Mínimo,12.1
Pará,2018,25 percentil,45.3
Pará,2018,Mediana,53.4
Pará,2018,75 percentil,61
Pará,2018,Máximo,79.7
Pernambuco,2018,Mínimo,58.5
Pernambuco,2018,25 percentil,69.2
Pernambuco,2018,Mediana,74.3
Pernambuco,2018,75 percentil,78.4
Pernambuco,2018,Máximo,93.6
Piauí,2018,Mínimo,49.4
Piauí,2018,25 percentil,60.2
Piauí,2018,Mediana,66.2
Piauí,2018,75 percentil,73
Piauí,2018,Máximo,84.4
Rio Grande do Norte,2018,Mínimo,52.3
Rio Grande do Norte,2018,25 percentil,67.125
Rio Grande do Norte,2018,Mediana,72.65
Rio Grande do Norte,2018,75 percentil,78.725
Rio Grande do Norte,2018,Máximo,92.9
Rio Grande do Sul,2018,Mínimo,51
Rio Grande do Sul,2018,25 percentil,74.175
Rio Grande do Sul,2018,Mediana,79.25
Rio Grande do Sul,2018,75 percentil,83.825
Rio Grande do Sul,2018,Máximo,93
Rio de Janeiro,2018,Mínimo,55.8
Rio de Janeiro,2018,25 percentil,68.9
Rio de Janeiro,2018,Mediana,74.25
Rio de Janeiro,2018,75 percentil,79.925
Rio de Janeiro,2018,Máximo,91.7
Rondônia,2018,Mínimo,50.5
Rondônia,2018,25 percentil,75.55
Rondônia,2018,Mediana,79.05
Rondônia,2018,75 percentil,81.025
Rondônia,2018,Máximo,90.4
Roraima,2018,Mínimo,20.8
Roraima,2018,25 percentil,29.025
Roraima,2018,Mediana,39.35
Roraima,2018,75 percentil,52.575
Roraima,2018,Máximo,65.7
Santa Catarina,2018,Mínimo,52
Santa Catarina,2018,25 percentil,75.4
Santa Catarina,2018,Mediana,80.1
Santa Catarina,2018,75 percentil,84.5
Santa Catarina,2018,Máximo,93.1
Sergipe,2018,Mínimo,49.1
Sergipe,2018,25 percentil,62.8
Sergipe,2018,Mediana,66.35
Sergipe,2018,75 percentil,70.175
Sergipe,2018,Máximo,81.7
São Paulo,2018,Mínimo,45.9
São Paulo,2018,25 percentil,78.2
São Paulo,2018,Mediana,82.4
São Paulo,2018,75 percentil,85.8
São Paulo,2018,Máximo,95.6
Tocantins,2018,Mínimo,47.4
Tocantins,2018,25 percentil,63.425
Tocantins,2018,Mediana,69.45
Tocantins,2018,75 percentil,72.425
Tocantins,2018,Máximo,81
Acre,2019,Mínimo,23
Acre,2019,25 percentil,47.55
Acre,2019,Mediana,55.5
Acre,2019,75 percentil,59.275
Acre,2019,Máximo,65.6
Alagoas,2019,Mínimo,55.2
Alagoas,2019,25 percentil,68.4
Alagoas,2019,Mediana,73.7
Alagoas,2019,75 percentil,76.5
Alagoas,2019,Máximo,86.5
Amapá,2019,Mínimo,22.5
Amapá,2019,25 percentil,40.45
Amapá,2019,Mediana,46
Amapá,2019,75 percentil,49.2
Amapá,2019,Máximo,53.8
Amazonas,2019,Mínimo,26.6
Amazonas,2019,25 percentil,44.3
Amazonas,2019,Mediana,51.3
Amazonas,2019,75 percentil,57.55
Amazonas,2019,Máximo,85.8
Bahia,2019,Mínimo,35.5
Bahia,2019,25 percentil,65.6
Bahia,2019,Mediana,70.3
Bahia,2019,75 percentil,75.3
Bahia,2019,Máximo,94.5
Ceará,2019,Mínimo,64.9
Ceará,2019,25 percentil,76.05
Ceará,2019,Mediana,80.1
Ceará,2019,75 percentil,84.45
Ceará,2019,Máximo,95.7
Distrito Federal,2019,Mínimo,75.7
Distrito Federal,2019,25 percentil,75.7
Distrito Federal,2019,Mediana,75.7
Distrito Federal,2019,75 percentil,75.7
Distrito Federal,2019,Máximo,75.7
Espírito Santo,2019,Mínimo,63.9
Espírito Santo,2019,25 percentil,73.45
Espírito Santo,2019,Mediana,79.95
Espírito Santo,2019,75 percentil,83.65
Espírito Santo,2019,Máximo,94
Goiás,2019,Mínimo,48.1
Goiás,2019,25 percentil,71.3
Goiás,2019,Mediana,76
Goiás,2019,75 percentil,82.6
Goiás,2019,Máximo,92.5
Maranhão,2019,Mínimo,17.2
Maranhão,2019,25 percentil,51.15
Maranhão,2019,Mediana,58.4
Maranhão,2019,75 percentil,66.45
Maranhão,2019,Máximo,92.1
Mato Grosso,2019,Mínimo,47.7
Mato Grosso,2019,25 percentil,67.5
Mato Grosso,2019,Mediana,75.2
Mato Grosso,2019,75 percentil,81.825
Mato Grosso,2019,Máximo,92.5
